,Gender_Female,Gender_Male,Gender_No Gender,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Credit_History_0.0,Credit_History_1.0,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Dependents,LoanAmount,Loan_Amount_Term,ApplicantIncome,CoapplicantIncome,Loan_Status
577,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,110.0,360,3229,2739.0,1
578,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,107.0,360,1782,2232.0,1
579,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,161.0,360,3182,2917.0,1
580,0,1,0,0,1,1,0,1,0,0,1,0,1,0,2,205.0,360,6540,0.0,1
581,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,90.0,360,1836,33837.0,0
582,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,36.0,360,3166,0.0,1
583,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,61.0,360,1880,0.0,0
584,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,146.0,360,2787,1917.0,0
585,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,172.0,84,4283,3000.0,0
586,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,104.0,360,2297,1522.0,1
587,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,70.0,360,2165,0.0,1
588,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,94.0,360,4750,0.0,1
589,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,106.0,360,2726,0.0,0
590,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,56.0,180,3000,3416.0,1
591,0,1,0,0,1,1,0,0,1,0,1,0,1,0,2,205.0,240,6000,0.0,0
592,0,0,1,1,0,1,0,0,1,0,1,0,1,0,3,292.0,360,9357,0.0,1
593,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,142.0,180,3859,3300.0,1
594,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,260.0,360,16120,0.0,1
595,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,110.0,360,3833,0.0,1
596,0,1,0,0,1,0,1,0,1,0,1,1,0,0,2,187.0,360,6383,1000.0,0
597,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,88.0,360,2987,0.0,0
598,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,180.0,360,9963,0.0,1
599,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,192.0,360,5780,0.0,1
600,1,0,0,1,0,1,0,1,0,0,1,0,0,1,3,350.0,180,416,41667.0,0
601,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,155.0,360,2894,2792.0,1
602,0,1,0,0,1,1,0,1,0,0,1,0,0,1,3,128.0,360,5703,0.0,1
603,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,172.0,360,3676,4301.0,1
604,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,496.0,360,12000,0.0,1
605,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,128.0,180,2400,3800.0,0
606,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,173.0,360,3400,2500.0,1
607,0,1,0,0,1,0,1,1,0,0,1,1,0,0,2,157.0,360,3987,1411.0,1
608,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,108.0,360,3232,1950.0,1
609,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,71.0,360,2900,0.0,1
610,0,1,0,0,1,1,0,1,0,0,1,1,0,0,3,40.0,180,4106,0.0,1
611,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,253.0,360,8072,240.0,1
612,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,187.0,360,7583,0.0,1
613,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,133.0,360,4583,0.0,0
