review,movie_name,label_name,predicted_label_MNB,y_true,y_pred_MNB,predicted_label_knn,y_pred_knn,predicted_label_tfidf_knn,y_pred_tfidf_knn,predicted_label_we_mnb,y_pred_we_mnb,predicted_label_tfidf_svc,y_pred_tfidf_svc,predicted_label_tfidf_rfc,y_pred_tfidf_rfc
I really love this movie i watched it because i was going to have to watch us but i didn't watch it because it was a horror movie so i didn't watch it so i watched this.i did not know this was a movie then i watched it i loved this movie.to me this is probably the best dc movie probably a big one(never mind its not the best)i don't really like dc but this movie is so great with amazing characters shazam is very good character my fav dc character  is just so cool they both do a great job zachary and asher angel are great.i love the villain i thought he was a other boring bad guy but he is very fun freaking great.the movie is really funny thought it was very funny it was so many laughs for me.the final battle is cool with all the kids turning into adults that was very cool and i was very happy:).the ending is funny with superman(man i loved that) and fight scenes are pretty fun.the CGI is really bad to me that's a problem for thoses monsters looked not bad very horrible but i love how shazam gets his powers i love this movie and there is a second one coming out YES:).its a 8/10 movie very good,shazam,DC Extended Universe,DC Extended Universe,0,0,DC Extended Universe,0,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,DC Extended Universe,0,DC Extended Universe,0
"WOW, a DC movie that was better than a direct-to-video formula piece. Aquaman was a surprise worth the wait, our protagonist had a great back story with solid character development, and just as important, our supporting cast enjoyed the same rarity today. Great action and humor, each of our players had important roles in the story arc, while not getting in the way of the other player. Special effects were well done while not being the star (as is the norm in far too many movies in recent years). The humor was appropriately campy and served to break up the action in the right places, we had a great villain with plenty of side stories to keep us engaged. I don't do spoilers, I just appreciate professionals producing a solid film and in Aquaman we see them hitting on all cylinders.",aquaman_2018,DC Extended Universe,DC Extended Universe,0,0,Star Wars,3,Star Wars,3,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Star Wars,3
"Let's face it, this movie was only saved by Iron Man and the appearance of Black Widow. Nothing more can be said about it. Boring. With simple villains and no personality whatsoever. Justin I think is the worst villain we are going to see in the MCU and I'm sure no one is going to beat him in that. Yes, we get to understand that he wants to be a ""Tony Stark"", and even tries to resemble his personality, but all he manages to do is give us as viewers a lot of cringe. We also see War Machine for the first time and he stands out when he has to, but it doesn't go any further.",iron_man_2,Marvel Cinematic Universe,DC Extended Universe,1,0,DC Extended Universe,0,MonsterVerse,2,Star Wars,3,Marvel Cinematic Universe,1,MonsterVerse,2
"Star Wars is undoubtedly a great franchise, and revisiting the first movie is magical and nostalgic. The pacing in the first moments of the film is great, because of how we are introduced to so much yet it is not overwhelming. Besides this, the movie provides the audience with a fun adventure through space with an iconic soundtrack. Some of the acting, dialogue, and editing can be iffy sometimes, but all in all, this is a fantastic movie. 10/10",star_wars_a_new_hope,Star Wars,Star Wars,3,3,Star Wars,3,Star Wars,3,Star Wars,3,Star Wars,3,Star Wars,3
"'Kong: Skull Island' has once again shown that in this cinematic monster universe, the VFX created monsters are the best characters that can be developed throughout their film. This second installment of the monster universe after the first 'Godzilla' proves to be almost an exact copy. Audiences are given a monster where half of the cast wishes to kill it and the others understand and empathize with it. Only this time, there is some more development within certain characters such as John C. Reilly's character which had the best lines and most in-depth story. Unfortunately no one else on screen truly shined. Samuel L. Jackson did a great job, but was unsympathetic towards audiences with his character's personality and decisions. The movie is also very scary at points which is enjoyable to see from a film such as this. The VFX were astonishingly well-done and Oscar-worthy. Overall the film is a good time with amazing action sequences, if you need a fun movie to watch, watch this.",kong_skull_island,MonsterVerse,MonsterVerse,2,2,MonsterVerse,2,MonsterVerse,2,Marvel Cinematic Universe,1,MonsterVerse,2,Marvel Cinematic Universe,1
"Most of the people thinking this movie is bad including me, say starting too fast and it doesn't give enough importance to the fact that 50% of the people disappearing came back after 5 years. I think the first half of the movie is bored and for me the best part of the movie is Peter using the spider sense as a pro at the end.",spider_man_far_from_home,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Star Wars,3,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"I love superhero movies when they are done right, and Captain America is one of the better ones I've seen recently and a big improvement over the 1990 film. Is it perfect? No. Entertaining? Yes, I think so. It is a very well made and efficiently directed film, with wonderful costumes, effects and settings and the cinematography and editing also impress. The music is rousing, and I just love Star Spangled Man, one of Alan Menken's best songs in my opinion. The script is witty and smart. Cheesy also? Perhaps but in an endearing sort of way. The story has a strong start, but loses its way to sluggish pacing and clichés in the final act. The characters are clichéd too in a sense but like the actors are engaging. Chris Evans is perfect in the title role, and he is joined by sassy Hayley Atwell and a wonderfully gruff Tommy Lee Jones. Hugo Weaving wasn't quite there for me, he is a great actor and he is charismatic and menacing, but his accent is inconsistent and the character could have been delved into more. Overall though, a lot of fun. 8/10 Bethany Cox",captain_america_the_first_avenger,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Star Wars,3,Star Wars,3,Marvel Cinematic Universe,1,Star Wars,3,Star Wars,3
"Harry Potter is one of the few franchises that almost feels like each movie is better than the previous one. This one is one of my favourites.
I don't think I can say any negative thing about this movie - everything was so well executed, except of course for not including Tom Riddle's other Pensieve memories.
As always, I love the twists at the end, and I also love that there's just enough details left in the movie to piece together the big twist in Deathly Hallows about Snape.",harry_potter_and_the_half_blood_prince,Wizarding World,Wizarding World,4,4,Wizarding World,4,Wizarding World,4,MonsterVerse,2,Wizarding World,4,Wizarding World,4
"Da pra ver que não entendem o personagem, filme bem ok. Não venham falar que não é o Superman q a gente conhece, caramba o cara tem 33 anos viajando pelo mundo, mostra ele adolescente com um livro de Platão na mão, querem supor q ele é inteligente e age como um estupido, difícil de engolir a briga dele com o Zod destruindo e matando todo mundo e não é só isso, e ele beijar a Lois com um tesão da pega em cima dos cadáveres. O q salva o filme é o começo mostrando Krypton.",superman_man_of_steel,DC Extended Universe,Wizarding World,0,4,DC Extended Universe,0,MonsterVerse,2,Star Wars,3,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"I challenge anyone not to have ever heard the iconic phrase ""I am your father"", when the first time I heard it I was a child and with my father we thought ""he is lying"" well for me this is the concept of entertainment, to have the viewer close to the events of the plot and keep it going, a plot that knows how to keep you glued to the screen for the duration of the film, photography and special effects like films like back to the future or films that have come much later.",star_wars_the_empire_strikes_back,Star Wars,Marvel Cinematic Universe,3,1,DC Extended Universe,0,Marvel Cinematic Universe,1,Star Wars,3,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"This was my first Star Wars film that I watched in cinemas as a child. I had seen ANH and Empire on TV (42cm CRT) and was already a huge fan, but after seeing it on the big screen I was hooked! This was a great way to finish the OG story and say goodbye to the characters. There was room for sequels, but they should have been done in the 2000's after the prequels were finished, not so late that Luke looked like a great grandfather. That way they could have used the EU as direct source material. That being said, I enjoyed the sequels for what they were, and am loving what Disney is doing with expanding the galaxy on Disney+. More Star Wars is never a bad thing.",star_wars_episode_vi_return_of_the_jedi,Star Wars,Star Wars,3,3,Star Wars,3,Star Wars,3,Star Wars,3,Marvel Cinematic Universe,1,Star Wars,3
"After all these years and all these MCU movies, things are finally starting to pay off. Thanos is a character that audiences can't help but be interested in. Unfortunately, the movie feels very disjointed. Because there's so many characters, it can be awhile before we check in on a character we had earlier in the movie. That's not necessarily an issue in itself, but sometimes their actions are forgettable, so you have to remind yourself what they're even doing. There's a big focus on the Guardians of the Galaxy which I like, but they definitely get a lot of screen time compared to other Avenger veterans. Tom Holland and RDJ have great chemistry. Their characters work very well together. CGI can he kind of hit or miss depending on the scene. All-in-all, this is a very good movie that is leading to a heart-stopping conclusion, and I would definitely recommend this movie to others.",avengers_infinity_war,Marvel Cinematic Universe,MonsterVerse,1,2,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"This was a little disappointment to be fair. There were a few nice moments in the movie, like the introduction of Natasha, played by Scarlett Johansson. Also Downey jr. makes a real superstar of Tony. Only the story itself and the action scenes were a bit disappointing in my opinion.",iron_man_2,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,DC Extended Universe,0,MonsterVerse,2,MonsterVerse,2,DC Extended Universe,0,DC Extended Universe,0
"Captain America takes on spies!

Directors Anthony Russo and Joe Russo's superhero espionage thriller Captain America: The Winter Soldier (2014) is very enthralling. I finally get the hype around the majority of audiences saying that The Winter Soldier is one of Marvel's greatest movies. The Russo Brothers capture thrilling action sequences with complex hand to hand combat for both Captain America and Black Widow that makes them look like excellently trained fighters. 

Producers Stan Lee and Kevin Feige were smart to entrust The Russo's with Captain America's second solo film. I loved that most of The Winter Soldier focuses on Captain America and Black Widow as these two Avengers superheroes make for the most interesting and believable spies for America through S.H.I.E.L.D.

I personally appreciate Anthony and Joe Russo making a proper espionage thriller with real spy work and political intrigue as Hydra invades S.H.I.E.L.D. with covert tactics, hidden computers, and secretive files. It's very cool to see Marvel's Cinematic Universe give Captain America a chance to defend America with modern espionage skills alongside his awesome combat prowess. 

Writers Christopher Markus and Stephen McFeely really came up with a neat spy narrative of Hydra's layered infiltration of S.H.I.E.L.D. from senators to soldiers alike. Their intricate spy story is fascinating as they blend sleeper cell agents like The Winter Soldier with Hydra's human experimentation and war mongering. They breathe life into Captain America's values as a patriotic American and moral man desiring a peaceful life. I was sincerely touched by the Steve Rogers segments where he goes to the Captain America museum exhibit to reminisce on old familiar sights, while deciding if he could ever date a woman that is not Agent Peggy Carter.

Chris Evans is really heartfelt as Steve Rogers and inspiring as ever as Captain America. Evans plays up Rogers' emotions seeing Hayley Atwell's Peggy Carter once more alongside Bucky in unfavorable circumstances. You completely understand and empathize with his conflicted ideals and feelings. Chris Evans embodies Captain America's kind spirit, steadfast bravery, and inspiring perseverance. Chris Evans is handsome, charming, funny, gentle, moving, strong, and likable as Captain America. Clearly a career defining role and performance from him.

Scarlett Johansson is breathtakingly gorgeous as Black Widow as he takes out men like they're nothing in battle after battle. Scarlett's Natasha Romanoff charms with her sultry flirting and playful teasing of Steve Rogers. She's got great chemistry with Chris Evans and fits the espionage information seeking and cute romantic flirting. I am amazed by her Black Widow fight sequences with crazy acrobatic combat choreography besides her cool gadgets and quick thinking. Scarlett is simply charming and lovable as the former Soviet spy, who admires and befriends Captain America. Scarlett's Natasha Romanoff feels genuine, friendly, funny, and intelligent with her serious dramatic acting and subtle facial nuances. Scarlett Johansson will forever be one of Hollywood's finest actresses. I love her Black Widow in every Marvel movie thus far including Iron Man 2, The Avengers, and Captain America: The Winter Soldier.

Hayley Atwell is genuine as ever as Peggy Carter with a wondrously touching scene with Chris Evans. I wish Marvel had given Agent Carter a proper role. Robert Redford is captivating as Alexander Pierce as he monologues about human safety and spy necessity. He feels right back in place with his subtle espionage acting like in 3 Days of the Condor or All the President's Men. Samuel L. Jackson is fantastically gripping as S.H.I.E.L.D. Director Nick Fury with his ethics speeches and motivational guidance for Captain America. His action scenes are really clever too. Toby Jones could not be more fun with just his distinct voice. Jones is always a staple of spy thrillers.

Sebastian Stan is fearsome and brooding as The Winter Soldier. You can feel Bucky's confusion and determination as he kills person after person, while wondering who Captain America is to him. Anthony Mackie's Sam Wilson is funny and sincere as a patient veteran counselor, while also coming across as helpful and cool as Falcon. 

Cobie Smulders is wonderful as S.H.I.E.L.D's stalwart Agent Maria Hill with her sharpshooting and natural gravitas as a leader. Emily VanCamp is lovely and sweet as Sharon Carter. Her Agent 13 feels skillful and reliable with honest morals like Cap. Frank Grillo is easy to hate as Brock Rumlow. Garry Shandling's cameo is very funny. Stan Lee and Joe Russo's cameos are neat. Cool to see Elizabeth Olsen and Aaron Taylor-Johnson already before Age of Ultron.

Editors Jeffrey Ford and Matthew Schmidt continue a fast pace for 136 minutes of sharp cuts. The action flows nicely and the heavy dialogue of espionage exposition never lets you get lost with their natural edits. Cinematographer Trent Opaloch gives us steadfast wide shots for action and conversations so we see everything. I loved all the close-up shots and medium shots here with a real sleek look. All the sets, props, CGI, and sound design is impressive.

Composer Henry Jackman's score for The Winter Soldier is an adrenaline rush for the action sequences, while creating a moody atmosphere for all the spy thriller elements. The espionage is the main plot and Jackman's tense music contributes a lot of emotion. Costume designer Judianna Makovsky creates slick uniforms for Black Widow, Captain America, and The Winter Soldier.

In all, Captain America: The Winter Soldier remains thought provoking about government power extending too far and shadow games carried out by assassins and spies alike. I love the character development for Steve Rogers and Natasha Romanoff. The Russo Brothers pull off some of Marvel's most engaging action scenes with Captain America and Black Widow. The Winter Soldier stayed with me as a formidable espionage thriller and well made film.",captain_america_the_winter_soldier_2014,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Having been one of the biggest success films ever is its gift and its curse. It's a grandiose and unforgettable visual spectacle, it has the most creative shots in the MCU, the action scenes are shocking and some characters have their best roles in this film.
All mentioned is the gift of the movie and the curse is that it has our full attention only in that aspects, because the film has a great script, round, complete and with great value, but they almost force you to ignore the story as such and just enjoy the fights.
I have watch it again and my experience was totally different now that I was paying attention to the script.",marvels_the_avengers,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,DC Extended Universe,0,DC Extended Universe,0
"While the movie is very entertaining and fun to watch, it does feel like it could have done with one more draft before being finalized. While no glaring faults in Birds of Prey, it does still give a sense that it is lacking, and some more scenes with characters outside of Harley Quinn could have been added. The film seems to be a Harley Quinn movie with the Bird of Prey tacked on at the last minute, leaving the characters outside of Harley Quinn and the main antagonist Roman Sionis in the background most of the time. Hopefully the Bird of Prey themselves can get their own movie in the future to fix this only downside to the movie.",birds_of_prey_2020,DC Extended Universe,Marvel Cinematic Universe,0,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"One of my favourite Harry Potter movies. It's where the transition between the innocent magic world of the first 3-4 movies and the dark and serious epos of the 6th and 7th book/movies occured.
Great introduction of new characters and great focus on character development and the relations between the characters. Mixed with great emotions, a gripping story arc and good dark atmosphere. But still signs of the positive aspects of Hogwarts and the magic world. Very emotional and great ending with some of the best Harry Potter scenes ever!",harry_potter_and_the_order_of_the_phoenix,Wizarding World,Wizarding World,4,4,DC Extended Universe,0,DC Extended Universe,0,Star Wars,3,DC Extended Universe,0,Star Wars,3
"Amazing movie good performances from all main cast especially Evangeline Lilly,Michael Douglas and Paul Rudd, unique and creative action scenes, pretty good and meaningful character developement and great character arcs fun entertaining time all around. 9/10",antman,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,DC Extended Universe,0,DC Extended Universe,0,Marvel Cinematic Universe,1,DC Extended Universe,0
"When this movie came out i rated it 10/10, but after a few rewatching days, it wasnt as good. It stays a super fun movie, but from a business perspectve, the producers made some wrong choices. I get the things they decided with the script, but it was a little weak. Robbie still doe s agreat job at playing Harley, but she made some poor decisions.",birds_of_prey_2020,DC Extended Universe,Marvel Cinematic Universe,0,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,MonsterVerse,2,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"This movie needed to be one thing: fun, and it was exactly that. No bad choices were made. It's everything a comic book movie should be. There's phenomenal action sequences, you like the hero, the story is serviceable, the world is neat, and there's some laughs. Awkwafina, uh, is herself for the most part. I will leave the interpretation of that up to your own preconceptions. More importantly, though, Simu Liu was great, and I'm thrilled for him.",shang_chi_and_the_legend_of_the_ten_rings,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,MonsterVerse,2,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Absolutely amazing Ant-Man antics and innovative science-fiction!

Director Peyton Reed's superhero science-fiction comedy Ant-Man and the Wasp (2018) is just as hilarious and creative as Ant-Man. Reed's direction makes great use of his villain Ghost's phasing in and out of reality alongside Ant-Man and the Wasp's shrinking powers. The final battle is as creative and clever as any Marvel encounter. I love Peyton Reed's Ant-Man movies as he directs character driven storytelling with intimate drama and cute romance.

The way Reed brings high concept sci-fi to life with the Quantum Realm is surreal and has Marvel's greatest visuals and CGI besides Doctor Strange. From colorful worlds outside of time, shrinking cars and buildings, to drumming ants, Ant-Man and the Wasp really has it all in terms of striking and playful visuals.  I'm so glad producers Stan Lee and Kevin Feige allowed Peyton Reed to do what he wants as he runs the gambit of new ideas for Ant-Man to mess around with in Reed's phenomenal Ant-Man and the Wasp.

Writers Paul Rudd, Andrew Barrer, Chris McKenna, Erik Sommers, and Gabriel Ferrari came up with very funny jokes, pleasant vibes, and uplifting messages. Ant-Man and the Wasp's themes of fatherhood, motherhood, love, trust, friendship, change, forgiveness, and ethics. I love their surreal science-fiction ideas about The Quantum Realm, time travel, matter phrasing, body enlargement, building shrinking, and molecular state stabilizing. I appreciate how seriously they figured out all this fictional science with real scientific terms and logic. The way these brilliantly innovative writers play around with these concepts through Ant-Man's powers. The Ghost plotline is as thoughtful as the Quantum Realm one mixed in with Scott Lang's house arrest subplot. It's a blast of multiple storylines.

Editors Craig Wood and Dan Lebental use all these fast cuts of Wasp switching between human and wasp sizes in fights around the restaurant and van chase sequences. I'm amazed by the final fight between The Ghost against Ant-Man and the Wasp. Wood and Lebental know exactly when to transition in their montages and scenes between Ant-Man or Wasp's perspectives, so that we always feel engaged within scenes in equal time between Marvel's hero and heroine. Cinematographer Dante Spinotti's shots use inventive framing and multiple perspectives for Ant-Man and the Wasp's stunning cinematography. Every wide shot of Hank Pym's lab shrinking or growing is breathtaking. I loved how Spinotti's medium and close-up shots always feel emotionally in tune with Reed's characters.

Paul Rudd is so charming, endearing, and hilarious as Scott Lang the Ant-Man. Rudd's Lang feels like the kindest and most fun dad ever with an easy going personality and positive attitude that's fun to watch. Rudd is always funny and surprisingly cool as the skilled improviser Ant-Man. Paul Rudd really is a fantastic Avenger. Evangeline Lilly is gorgeous and awesome as Wasp. Her fights as Wasp are so creative, intense, and varied. Lilly is a lovely love interest for Rudd as they have a cute innocent romantic chemistry. I like how Hope van Dyne just wanted to be invited to fight alongside Ant-Man by Scott Lang during Civil War and that's all she was really upset about in the start. I want more of Paul Rudd's Scott Lang and Evangeline Lilly's Hope van Dyne's adorable romantic comedy and tender romance drama from Ant-Man and the Wasp.

Michael Peña's Luis babbles incessantly much to my delight. His endless stories and concerned faces are very funny. He even gets a cool fast car chase sequence. T.I. has this lackadaisical persona as Dave that's quite funny, especially opposite David Dastmalchian's paranoid Russian Kurt. Walton Goggins is fun as this sleazy Southern gentleman villain black market merchant Sonny Burch. Judy Greer's sweet Maggie is funny as she is indignant about the FBI raiding Scott's home. Bobby Cannavale's police officer Paxton is a supportive husband and funnily defends the FBI's invading rights.

Hannah John-Kamen's sympathetic antagonist Ava Starr is breathtaking and moving. I love her Ghost character's strange powers that are totally unique to Ant-Man's universe. Her passionate dialogue delivery is gripping alongside Ghost's sudden appearances. I would love to see Hannah John-Kamen return as Ava Starr the Ghost. Abby Ryder Fortson is cute and fun as Scott Lang's daughter Cassie, who wants to grow up to be Wasp. Randall Park's cavalier FBI agent Jimmy Woo is rather endearing and funny. I'd be happy to see him return.

Michael Douglas steals every scene as the stern genius Hank Pym, the original Ant-Man. Douglas' flippant disdain for Scott Lang's jokes and flirting with his beloved daughter Hope. Michelle Pfeiffer is emotionally compelling as the first Wasp and Hope's lost mother Janet van Dyne. Laurence Fishburne is intelligent, sly, and intriguing as the thoughtful Dr. Bill Foster the Goliath. Comedian Tim Heidecker's whale tour guide cameo is hilarious just like Gregg Turkington's cameo from the first Ant-Man. Stan Lee's cameo as a former hippie is very funny.

Production designer Shepherd Frankel created a fancy set and high tech lab for Hank Pym. The Ghost's manor is very pretty too, just like Scott Lang's warm house set. Set decorators Gene Serdena, Dean Wolcott, Tammy S. Lee, Jeff Markwith, Christopher J. Wood, Tyler Wallace, Jenny Sandell, Daniela Medeiros, Vincent Bates, Colton Comans, Patrick Dunn-Baker, Sam Carter, Terry Hill, Scott Johnson, Blade Ladish, A.J. Caulfield, Gregg Perez, Katie Childs, A.J. Austin, Molly Ebner, Duncan Fletcher, Robbie Sammons, Christian Hoobyar, and Stewart D. Allen furnishes Lang's cozy home and Pym's Quantum laboratory with cute furniture and tons of scientific gear for realism.

Art directors Domenic Silvestri, Michael E. Goldman, Clint Wallace, Jay Pelissier, Susan Alegria, Calla Klessig, Rachel Block, Andy Chung, Mari Lappalainen, Kiel Gookin, Julian Scalia, Margaux Wilcox, and Colleen Larson outdid themselves for The Quantum Realm's artful scenes like the stylish shots for Ant-Man's transformations. Costume designers Louise Frogley and Valerie White's superhero uniforms for Ant-Man, Wasp, and The Ghost are super cool and stylish. You can immediately tell them apart even in motion. Make-up artists Valli O'Reilly, Heba Thorisdottir, Björn Rehbein, Jillian Erickson, Seidah Nichols, and Hil Cook give Evangeline Lilly and Hannah John-Kamen an ethereal look.

Composer Christophe Beck's score combines melodic symphonies and pulsing electronic synths for Ant-Man and the Wasp. Ant-Man's theme song is triumphant as is Wasp's theme. I love how sound mixers have the music fade in and out during dramatic cues. Sound designers David Farmer, Tom Johnson, Shannon Mills, Juan Peralta, Lee Gilmore, Addison Teague, Douglas Murray, Katy Wood, and Steve Orlando use all manner of noises and sound effects for the body transformations and matter shifting. Everything sounds just otherworldly enough to let you know how unusual Ant-Man abilities are among the Avengers.

In conclusion, Ant-Man and the Wasp immediately jumps up to one of my favorite Marvel movies. The frenetic action, stunning CGI, endearing characters, quaint jokes, and crafty  science-fiction ideas are something else.",ant_man_and_the_wasp,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,DC Extended Universe,0,MonsterVerse,2,Marvel Cinematic Universe,1,DC Extended Universe,0,Marvel Cinematic Universe,1
"I could easily see how most people would think this movie lesser than its predecessor and to a certain degree it is. However, for me this movie satisfies my love for a generic action movie with comedic beats. I am an absolute sucker for those kinds of movies in this movie is basically that in my eyes.",thor_the_dark_world,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,DC Extended Universe,0,DC Extended Universe,0,MonsterVerse,2,DC Extended Universe,0,Marvel Cinematic Universe,1
"Star Wars: Episode 1- The Phantom Menace is definitely worth a watch, but I do think it is one of the weaker movies of the Star Wars saga. I will admit I wasn't expecting much after reading some very negative reviews on IMDb, but I do think this particular instalment did in some ways exceed my expectations and disappointed as well. On a visual and technical level, it looks absolutely fantastic, with splendid special effects, stunning cinematography and fine scenery and costumes. The script is fairly decent, perhaps lacking the sophistication of Empire Strikes Back or New Hope, but does have some memorable lines. The action is constantly exhilarating, and Darth Maul, well played by Ray Park is a very good villain. Of course though, Darth Vader is better. Most of the performances are very good, especially Natalie Portman as Queen Padma who looked stunning and Jake Lloyd as Anakin Skywalker who shone with his confident charm. And Jar Jar Binks is okay on the most part, and you have to love Yoda. And the music score by John Williams was outstanding, definitely one of his best works. The quality of sound and direction are also impressive. However, there were things about this film that did disappoint. One is despite the awesome visuals, strong music score and good characters, the story never quite distinguished itself. It did take a while to get going, and when it did try to get going and you could tell it wanted to, it was further disadvantaged by the uneven pacing. Liam Neeson is a fine actor, his performances in Kinsey and Schindler's List are proof of that, and I do like Ewan McGregor. But as Qui-Gon Jin and Obi Wan Kenobi, both stars give unusually wooden performances, and at times looked even embarrassed. And as I said, the pacing is very uneven, there are some slow moments, and one or two scenes felt rushed. All in all, maybe disappointing for fans of the saga, but it cannot be denied that visually it is an accomplishment. 7/10 Bethany Cox",star_wars_episode_i_the_phantom_menace,Star Wars,Star Wars,3,3,Star Wars,3,Star Wars,3,Marvel Cinematic Universe,1,Star Wars,3,Star Wars,3
"The MCU wants to talk about death and the end of existence... Personally, I think it fails. Marvel movies aim to entertain the public, because of that they don't try to be as serious in Doctor Strange as they should with this kind of heavy themes. Everything feels shallow about it but you still left with a bad aftertaste because having to think about death while watching what you were expecting to be a simple entertainment. 
It must be one of the most impressive special effects ever been in a movie, the way they play with psychedelic moment, optical illusion, mirror effect is breath taking. The only flaw here with the CGI is the final confrontation that doesn't feel as polished or thoughtful as the rest of the movie.

It's a Marvel movie, they know their formula so you will be entertain but neither the main conflict or antagonist feels very important.",doctor_strange_2016,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Thor The Dark World has a lot of potential by getting into a deeper history of Asguard and the nine realms, but just manages to miss every step it takes. Aside from some moments where we get to see Thor and Loki interact, the movie is a bland plot with an even blander bad guy, after a power source that is better explained in later films. If there are movies in the Marvel Cinematic Universe that can be skipped without missing out on anything, Thor The Dark World is at the top of that list. On any kind of Marvel Cinematic Universe rewatch I suggest skipping this one under any and all circumstances.",thor_the_dark_world,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"This movie wasn't bad, but it was more of the same. It had the over-the-top action setpieces that you'd expect from the MCU, but it just felt like things were happening without any weight to them. It also felt very long and I found myself checking my phone often. If you're a fan of Shang Chi in the comics I'm sure you'll get more out of this film than I did, but overall I felt it was very mediocre.",shang_chi_and_the_legend_of_the_ten_rings,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,DC Extended Universe,0,DC Extended Universe,0,MonsterVerse,2,Marvel Cinematic Universe,1,DC Extended Universe,0
"(VERY CLOSE TOO SPIDER-MAN: HOMECOMING)

In Spider-man Far from home, there are a lot more funny scenes and great laughs, along with even more action packed scenes. It's just as good as Spider-man homecoming. The ending took me by complete shock, but in a great way. Tom Holland and Zendaya's performances are great and they are on top of their game as actors in this movie. Superhero fans will love this movie just as much as they've loved the Spider-Man Homecoming movie. With both of the two movies combined I definetely want too see Spider-Man: No Way Home. These are the kind of movies that are worth seeing in the movie theaters, and if Tom Holland and Zendaya ever do another Spider-Man movie, I will be seeing it in the movie theater. I'm very impressed by what they did. This time around the story was just as good and that's why I give it an amazing star rating. I love the glasses that Tom Holland gets as Peter Parker/Spider-man and everyone did a great job with the bus scene, when they drive too Prog,  that scene is funny and filled with action. I highly recommend this movie too any true Superhero Fan.

Written
By
Bailey Giannini
Movie Buff/Online Movie critic",spider_man_far_from_home,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Wizarding World,4,DC Extended Universe,0,Marvel Cinematic Universe,1,MonsterVerse,2,Marvel Cinematic Universe,1
this movie sucks the story sucks iron man is bad in this movie like in the first movie and the acting is cringe and tony acting like a simp is creepy this movie is bad i only liked whiplash beating iron man at that race this movie is 100% Bad don't watch it,iron_man_2,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Star Wars,3,MonsterVerse,2,Marvel Cinematic Universe,1,MonsterVerse,2
"The trailer was very clear on the tone of the film, and within the first 20 mins. you'll figure out the extent of the shallow plot. It's a no-brainer action film that's not particularly interested in attempting to base anything in realism (to be fair, we're talking about a giant, laser-beam shooting lizard fighting a huge monkey – what do you expect?) and frequently falls back onto the ol' pull-an-explanation-outta-your-ass technique for what's happening. That being said, it's visually spectacular and features large-scale fight scenes that tend to demolish everything within the vicinity (the final battle is pretty darn epic) and that's exactly what you came for. It's almost ‘Pacific Rim' and director Adam Wingard has obviously taken inspiration from it in a number of ways. It's just a bit of very silly fun, it was never trying to be anything else.",godzilla_vs_kong,MonsterVerse,Marvel Cinematic Universe,2,1,Marvel Cinematic Universe,1,DC Extended Universe,0,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,DC Extended Universe,0
